ingredients_text,ingredients_tags,ingredients_analysis_tags,additives,additives_tags,additives_en,additives_n,allergens,allergens_en,nova_group,nutriscore_score,nutriscore_grade,serving_size,serving_quantity,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,fiber_100g,salt_100g,sodium_100g
,,,,,,,,,,,unknown,13.0g,13.0,461.538461538462,11.5384615384615,,38.4615384615385,15.3846153846154,46.1538461538462,7.69230769230769,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,14.0g,14.0,500.0,17.8571428571429,10.7142857142857,,,64.2857142857143,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,30.0g,30.0,120.0,2.59999990463257,1.5,1.0,1.0,23.0,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
"lait de vache entier pasteurisé. ferments lactiques. arôme naturel de vanille 1,25%. sucre 5%","en:pasteurised-whole-cow-s-milk,en:dairy,en:milk,en:whole-milk,en:cow-s-milk,en:whole-cow-s-milk,en:lactic-ferments,en:ferment,en:microbial-culture,en:natural-vanilla-flavouring,en:flavouring,en:natural-flavouring,en:vanilla-flavouring,en:sugar,en:added-sugar,en:disaccharide","en:palm-oil-free,en:non-vegan,en:vegetarian",,,,0.0,,,4.0,,unknown,125g,125.0,26.0,,,,6.5,,,,
,,,,,,,,,,,unknown,80 g,80.0,206.0,7.0,1.3,28.0,2.8,6.9,,,
,,,,,,,,,,,unknown,4.0g,4.0,15.0,0.5,,1.0,1.0,2.0,,,
,,,,,,,,,,,unknown,,,173.0,1.9,0.3,26.2,3.2,8.8,,1.22,0.488
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,5.0g,5.0,20.0,,,4.0,,,1.0,,
,,,,,,,,,,,unknown,1.0g,1.0,300.0,,,,,,,,
,,,,,,,,,,,unknown,9.0g,9.0,277.777777777778,11.1111111111111,,44.4444444444444,22.2222222222222,22.2222222222222,11.1111111111111,,
,,,,,,,,,,,unknown,50g,50.0,480.0,10.0,3.0,50.0,20.0,48.0,18.0,0.9,0.36
"Farine de _blé_, pépites de chocolat 18% (sucre, pâte et beurre de cacao, émulsifiant lécithines (tournesol), arôme), huile de colza, sucre, _oeufs frais_, sirop de glucose-fructose, stabilisant: glycérol, poudres à lever: carbonates d'ammonium - carbonates de sodium - diphosphates (_blé_), arôme, émulsifiants mono et diglycérides d'acides gras, sel, lait écrémé en poudre, épaississant gomme xanthane. Peut contenir des traces de _soja_ et de _fruits à coque_.","en:wheat-flour,en:cereal,en:flour,en:wheat,en:cereal-flour,en:chocolate-chunk,en:chocolate,en:colza-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:rapeseed-oil,en:sugar,en:added-sugar,en:disaccharide,en:fresh-egg,en:egg,en:glucose-fructose-syrup,en:monosaccharide,en:fructose,en:glucose,en:stabiliser,en:raising-agent,en:e500,en:e450,en:flavouring,en:emulsifier,en:salt,en:skimmed-milk-powder,en:dairy,en:milk-powder,en:thickener,en:cocoa-mass-and-cocoa-butter,en:plant,en:cocoa,en:cocoa-butter,en:cocoa-paste,en:e422,en:e503,en:e471,en:e415,en:e322,en:sunflower-lecithin,en:e322i","en:may-contain-palm-oil,en:non-vegan,en:maybe-vegetarian",,"en:e322,en:e322i,en:e415,en:e422,en:e450,en:e471,en:e500,en:e503","E322 - Lecithins,E322i - Lecithin,E415 - Xanthan gum,E422 - Glycerol,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates",8.0,,,4.0,21.0,e,25g,25.0,473.0,25.0,5.0,55.0,32.0,5.8,2.5,0.63,0.252
"Ingnédients Farine de blé, sucre, huiles végétales (colza et tournesol), oeufs frais, sirop de glucose-fructose, stabilisant : glycérol, cacao maigre en poudre 1,9%, lait écrémé en poudre, pâte de cacao 0,8%, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates (blé), noisette, lactose, émulsifiants: mono et diglycérides d'acides gras lécithines (soja), sel, arôme. Peut contenir des traces d'autres fruits à coque.","en:ingnedients-farine-de-ble,en:sucre,en:huiles-vegetales,en:oeufs-frais,en:sirop-de-glucose-fructose,en:stabilisant,en:cacao-maigre-en-poudre,en:lait-ecreme-en-poudre,en:pate-de-cacao,en:poudres-a-lever,en:carbonates-de-sodium,en:e450,en:noisette,en:lactose,en:emulsifiants,en:sel,en:arome,en:peut-contenir-des-traces-d-autres-fruits-a-coque,en:colza-et-tournesol,en:e422,en:carbonates-d-ammonium,en:ble,en:mono-et-diglycerides-d-acides-gras-lecithines","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",,"en:e422,en:e450","E422 - Glycerol,E450 - Diphosphates",2.0,en:soybeans,,4.0,,unknown,33g,33.0,469.0,25.0,4.0,54.0,32.0,5.8,2.2,0.7,0.28
"Methylcellulose coloring, preservatives, flavOng, or ount Per Serving tamin D3 as Plant-based Cholecalciferol from %DV 125 mcg 625% (5,000 IU) Capsule. Formulated and","en:methylcellulose-coloring,en:preservative,en:flavong,en:and-ount-per-serving-tamin-d3-as-plant-based-cholecalciferol-from-dv-125-mcg,en:capsule,en:formulated-and,en:5-000-iu","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,en:e625,E625 - Magnesium diglutamate,1.0,,,4.0,,unknown,,,,,,,,,,,
"Farine de _blé_, fourrage lait et caramel 17% (sirop de glucose-fructose, _lait_ concentré sucré 20%*, stabilisant : glycérol, caramel 2.5%*, sel, arôme, gélifiant : pectines, conservateur : sorbate de potassium), huile de colza, _œufs_ frais, sucre, chocolat au lait 11% (sucre, beurre de cacao, poudre de _lait_ entier, pâte de cacao, émulsifiant : lécithines (_soja_), arôme), sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates (_blé_), sel, émulsifiants : mono et diglycérides d’acides gras, _lait_ écrémé en poudre, arôme. *% exprimés sur le fourrage équivalent respectivement à 3.4% et 0.4% sur l’ensemble du produit.","en:wheat-flour,en:cereal,en:flour,en:wheat,en:cereal-flour,en:milk-filling,en:filling,en:e150,en:colza-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:rapeseed-oil,en:fresh-egg,en:egg,en:sugar,en:added-sugar,en:disaccharide,en:milk-chocolate,en:chocolate,en:glucose-fructose-syrup,en:monosaccharide,en:fructose,en:glucose,en:stabiliser,en:raising-agent,en:e500,en:e450,en:salt,en:emulsifier,en:skimmed-milk-powder,en:dairy,en:milk-powder,en:flavouring,en:sweetened-condensed-milk,en:milk,en:condensed-milk,en:gelling-agent,en:preservative,en:cocoa-butter,en:plant,en:cocoa,en:whole-milk-powder,en:cocoa-paste,en:e422,en:e503,en:e471,en:e440a,en:e202,en:e322","en:may-contain-palm-oil,en:non-vegan,en:maybe-vegetarian",,"en:e202,en:e322,en:e422,en:e440,en:e450,en:e471,en:e500,en:e503","E202 - Potassium sorbate,E322 - Lecithins,E422 - Glycerol,E440 - Pectins,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates",8.0,"en:eggs,en:gluten,en:milk,en:soybeans",,4.0,22.0,e,37 g,37.0,,20.0,5.0,57.0,37.0,5.3,1.0,0.7,0.28
,,,,,,,,,,,unknown,,,,,,,,,,,
"Whey Protein Isolate, Organic Cane Sugar, Organic Vanilla Flavor, Sunflower Lecithin","en:whey-protein-isolate,en:protein,en:animal-protein,en:milk-proteins,en:whey-protein,en:cane-sugar,en:added-sugar,en:disaccharide,en:sugar,en:vanilla-flavouring,en:flavouring,en:sunflower-lecithin,en:e322,en:e322i","en:palm-oil-free,en:vegan,en:vegetarian",,"en:e322,en:e322i","E322 - Lecithins,E322i - Lecithin",1.0,,,4.0,,not-applicable,30g,30.0,400.0,0.0,0.0,23.3,23.3,73.3,0.0,1.12,0.45
,,,,,,,,,,18.0,d,7g,7.0,20.0,13.0,5.7,2.0,34.0,1.0,1.0,0.88,0.352
"Fructose, Soy Protein Isolate, Calcium Caseinate, Cocoa Powder, Casein, Oat Fiber, Cellulose Powder, Vegetable Stabilizer Guar Gum, Vitamins Premix, Minerals Premix, Canola Oil, Salt, Anticaking Agent Silicon Dioxide, Vegetable Emulsifier Lecithin Liquid, Anticaking Agent Dicalcium Phosphate, Thickener Carrageenan, dl-Methionine, Vegetable Emulsifier Lecithin Liquid, Anticaking Agent Silicon Dioxide, Vegetable Thickener Citrus Pectin, Psyllium Husk Powder, Hibiscus Sabdariffa Powder, Papaya Fruit Powder, Digestive Aids Papain and Bromelain","en:fructose,en:added-sugar,en:monosaccharide,en:soy-protein-isolate,en:protein,en:plant-protein,en:soy-protein,en:calcium-caseinate,en:dairy,en:caseinate,en:cocoa-powder,en:plant,en:cocoa,en:casein,en:animal-protein,en:milk-proteins,en:oat-fibre,en:cereal,en:fiber,en:oat,en:vegetable-fiber,en:e460,en:vegetable-stabilizer-guar-gum,en:vitamins-premix,en:minerals-premix,en:canola-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:rapeseed-oil,en:salt,en:anti-caking-agent,en:vegetable-emulsifier-lecithin-liquid,en:thickener,en:dl-methionine,en:vegetable-thickener-citrus-pectin,en:psyllium,en:hibiscus-sabdariffa-powder,en:papaya-fruit-powder,en:digestive-aids-papain-and-bromelain,en:e551,en:e341ii,en:e341,en:e407","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",,"en:e341,en:e341ii,en:e407,en:e412,en:e440,en:e551","E341 - Calcium phosphates,E341ii - Dicalcium phosphate,E407 - Carrageenan,E412 - Guar gum,E440 - Pectins,E551 - Silicon dioxide",5.0,,,4.0,18.0,d,25g,25.0,400.0,4.0,2.0,56.0,28.0,28.0,8.0,1.7,0.68
"Organic Unrefined Cane Sugar, Organic Japanese Matcha Green Tea","en:unrefined-cane-sugar,en:added-sugar,en:disaccharide,en:sugar,en:cane-sugar,en:unrefined-sugar,en:japanese-matcha-green-tea","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,10g,10.0,400.0,0.0,0.0,90.0,90.0,9.0,9.0,0.0,0.0
"TRATES or JUICES! A low-calorie snack that's perfect nytime, with 0 Fat, 0 added sugar and 0 mess. INGREDIENTS: ORGANIC APPLES. FREE TOP Manufactured in a facility free FROM 12 RLERGENS from the Top 12 Allergens 00 CERTIFIED NON GMO Project GLUTEN FREE USDA ORGANIC VERIFIED nongmoproject.org GFCO.ORG P PALEO Brought to you by That's it Nutrition LiC. Los Angeles, CA 90014 THATSITFRUIT.COM 888-862-5235 * Scan","en:trates-and-juices-a-low-calorie-snack-that-s-perfect-nytime,en:0-added-sugar-and-0-mess,en:ingredients,en:ca-90014-thatsitfruit-com-888-862-5235-scan,en:apple,en:fruit,en:malaceous-fruit,en:free-top-manufactured-in-a-facility-free-from-12-rlergens-from-the-top-12-allergens-00-certified-non-gmo-project-usda-verified-nongmoproject-org-gfco-org-p-paleo-brought-to-you-by-that-s-it-nutrition-lic,en:los-angeles","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,1 pouch,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,100.0g,100.0,467.200012207031,20.2999992370605,1.0,44.4000015258789,1.0,33.2000007629395,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,32.0g,32.0,375.0,3.125,1.5625,6.25,3.125,78.125,1.5625,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,0.38,0.152
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,not-applicable,6 g,6.0,367.0,71.7,25.0,61.7,15.0,83.3,,0.717,0.287
,,,,,,,,,,,unknown,,,,,,,,,,,
"isolat de protéines de lait ( 92% de protéines sur matières sèche ), cacao en poudre, arôme naturel, épaississant: gomme xanthane, émulsifiant : lécithine de tournesol, arôme, lactase, édulcorant : sucralose.","en:milk-protein-isolate,en:protein,en:animal-protein,en:milk-proteins,en:cocoa-powder,en:plant,en:cocoa,en:natural-flavouring,en:flavouring,en:thickener,en:emulsifier,en:lactase,en:enzyme,en:sweetener,fr:proteines-sur-matieres-seche,en:e415,en:sunflower-lecithin,en:e322,en:e322i,en:e955","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",,"en:e322,en:e322i,en:e415,en:e955","E322 - Lecithins,E322i - Lecithin,E415 - Xanthan gum,E955 - Sucralose",3.0,,,4.0,,not-applicable,30g,30.0,357.0,1.0,0.667,3.0,2.33,86.7,,0.5,0.2
,,,,,,,,,,,unknown,6.0g,6.0,,,,,,5.0,,,
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,11.100000381469727g,11.1000003814697,,,,,,,,,
,,,,,,,,,,,unknown,8.0g,8.0,16.0,,,3.0,,1.0,,,
,,,,,,,,,,,unknown,30.0g,30.0,200.0,1.0,,21.0,,3.0,4.0,,
"Coenzyme Q10 (Ubiquinone), Omega-3, Sunflower Lecithin, PQQ (Pyrroloquinoline Quinone), Black Pepper Extract, Organic Olive Oil, Gelatin, Glycerin, Purified Water","en:coenzyme-q10,en:sunflower-lecithin,en:e322,en:e322i,en:pqq,en:black-pepper-extract,en:seed,en:pepper,en:black-pepper,en:olive-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:vegetable-oil,en:e428,en:e422,en:filtered-water,en:water,en:ubiquinone,en:pyrroloquinoline-quinone","en:palm-oil-content-unknown,en:non-vegan,en:non-vegetarian",,"en:e322,en:e322i,en:e422,en:e428","E322 - Lecithins,E322i - Lecithin,E422 - Glycerol,E428 - Gelatine",3.0,,,4.0,,unknown,1 Softgel,,,,,,,,,,
,,,,,,,,,,,unknown,15.0g,15.0,60.0,4.0,,7.0,,,,,
"Erythritol, Organic Japanese Matcha Green Tea, Monk Fruit Extract","en:e968,en:japanese-matcha-green-tea,en:monk-fruit-extract,en:sweetener","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,en:e968,E968 - Erythritol,1.0,,,4.0,,unknown,1 % (45 g),45.0,444.0,15.6,3.33,64.4,0.0,6.67,2.22,0.111,0.0444
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,2 g,2.0,,,,,,,,,
"Types I ,  III Bovine Collagen, Type II Marine Collagen, Type II Chicken Sternum Collagen, Types I, V ,  X Eggshell Membrane Collagen","en:types-i,en:iii-bovine-collagen,en:type-ii-marine-collagen,en:type-ii-chicken-sternum-collagen,en:v,en:x-eggshell-membrane-collagen","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,not-applicable,10.4g,10.4,337.0,106.0,45.2,433.0,308.0,86.5,11.5,1.2,0.481
"Concentré de protéines de lait (protéines de lactosérum, caséinate de calcium (contient du lait)), sirop de glucose, sirop de fructose, enrobage au chocolat au lait (17 %) (sucre, poudre de lait, beurre de cacao, pâte de cacao, émulsifiant (lécithine de soja), arôme), pâte d'arachide (10 %), gélatine, riz soufflé, poudre de cacao (0,7 %), colorant (caramel), arômes, DL-alpha-tocophérol, nicotinamide, D-pantothénate de calcium, chlorhydrate de thiamine, chlorhydrate de pyridoxine, riboflavine, cyanocobalamine. Conseil : pour les allergènes, voir les ingrédients en gras. PEUT CONTENIR DES TRACES D'AUTRES FRUITS À COQUES ET DE GLUTEN.","en:milk-proteins,en:protein,en:animal-protein,en:glucose-syrup,en:added-sugar,en:monosaccharide,en:glucose,en:fructose-syrup,en:fructose,fr:enrobage-au-chocolat-au-lait,en:peanut-paste,en:nut,en:peanut,en:e428,en:puffed-rice,en:rice,en:cocoa-powder,en:plant,en:cocoa,en:colour,en:flavouring,en:e307c,en:e375,en:d-pantothenate-calcium,en:vitamins,en:pantothenic-acid,en:thiamin-hydrochloride,en:thiamin,en:pyridoxine-hydrochloride,en:vitamin-b6,en:e101,en:cyanocobalamin,en:vitamin-b12,fr:conseil,en:whey-protein,en:calcium-caseinate,en:dairy,en:caseinate,en:sugar,en:disaccharide,en:milk-powder,en:cocoa-butter,en:cocoa-paste,en:emulsifier,en:e150,en:soya-lecithin,en:e322,en:e322i","en:palm-oil-free,en:non-vegan,en:non-vegetarian",,"en:e150,en:e322,en:e322i,en:e428","E150 - Caramel,E322 - Lecithins,E322i - Lecithin,E428 - Gelatine",3.0,"en:milk,en:soybeans",,4.0,,not-applicable,35,,398.0,12.0,5.2,45.0,31.0,28.0,1.0,0.11,0.044
,,,,,,,"en:milk,en:peanuts,en:soybeans",,,,not-applicable,0.333 cup (85 g),85.0,129.0,0.0,,29.4,21.2,1.18,1.18,0.0588,0.0235
"Chicory root fiber, water, pectin, agar agar, tapioca starch, trisodium citrate, citric acid, natural flavors, black carrot concentrate, chlorophyll, carnauba wax.","en:chicory-fibre,en:vegetable,en:fiber,en:shoot-vegetable,en:vegetable-fiber,en:chicory,en:water,en:e440a,en:e406,en:tapioca,en:starch,en:e331iii,en:e331,en:e330,en:natural-flavouring,en:flavouring,en:concentrated-black-carrot,en:root-vegetable,en:taproot-vegetable,en:carrot,en:e163,en:black-carrot,en:e140i,en:e140,en:e903","en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",,"en:e140,en:e140i,en:e330,en:e331,en:e331iii,en:e406,en:e440,en:e903","E140 - Chlorophylls and Chlorophyllins,E140i - Chlorophylls,E330 - Citric acid,E331 - Sodium citrates,E331iii - Trisodium citrate,E406 - Agar,E440 - Pectins,E903 - Carnauba wax",6.0,,,4.0,,unknown,2 gummies,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,93.75g,93.75,395.0,2.0,,71.0,,15.0,,,
,,,,,,,,,,6.0,c,100.0g,100.0,93.0,2.29999995231628,1.39999997615814,13.3000001907349,2.20000004768372,4.30000019073486,1.10000002384186,1.2,0.48
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,27.899999618530273g,27.8999996185303,100.0,0.5,,3.0,3.0,21.0,1.0,,
,,,,,,,,,,,unknown,1g,1.0,,,,,,1800.0,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,4.0g,4.0,,,,2.5,,,1.0,,
,,,,,,,,,,,unknown,100.0g,100.0,557.599975585938,16.7000003390842,0.1,58.0999984741211,2.8,35.7000007629395,2.1,,
"Organic white grape juice, Organic apple juice, Organic strawberry purée, Organic lemon juice, Organic guar gum, Organic strawberry flavor, Organic mango purée, Organic mango flavor, Organic blueberry purée, Organic pomegranate juice, Organic berry flavor","en:white-grape-juice,en:fruit,en:berries,en:juice,en:fruit-juice,en:grape,en:grape-juice,en:apple-juice,en:malaceous-fruit,en:apple,en:strawberry-puree,en:puree,en:strawberry,en:lemon-juice,en:e412,en:strawberry-flavouring,en:flavouring,en:mango-puree,en:mango,en:mango-flavouring,en:blueberry,en:pomegranate-juice,en:pomegranate","en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",,en:e412,E412 - Guar gum,1.0,,,4.0,,unknown,43g,43.0,58.1,0.0,0.0,14.0,11.6,0.0,0.0,0.0,0.0
"Whole Food Protein Blend (Beef Protein Isolate, Pea Protein, Brown Rice Protein, Chicken Protein, Egg Albumin, Salmon Protein), Natural and Artificial Flavors, Cookie Pieces (Sugar, Unbleached Enriched Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate {Vitamin B1}, Riboflavin {Vitamin B2}, Folic Acid], High Oleic Canola Oil and/or Palm Oil and/or Sunflower Oil, Cocoa [Processed with Alkali], High Fructose Corn Syrup, Leavening [Baking Soda and/or Calcium Phosphate], Soy Lecithin, Vanillin [an Artificial Flavor], Chocolate), Milk Powder (for creaminess), Cellulose Gum, Medium Chain Triglyceride (MCT) Oil Powder, Salt, Sucralose, Acesulfame Potassium, Maltodextrin","en:whole-food-protein-blend,en:natural-and-artificial-flavouring,en:flavouring,en:natural-flavouring,en:artificial-flavouring,en:biscuit-pieces,en:biscuit,en:milk-powder,en:dairy,en:e466,en:medium-chain-triglyceride,en:oil,en:oil-and-fat,en:salt,en:e955,en:e950,en:maltodextrin,en:beef-protein-isolate,en:pea-protein,en:protein,en:plant-protein,en:whole-rice-protein,en:rice-protein,en:chicken-protein,en:poultry,en:animal-protein,en:chicken,en:egg-white,en:egg,en:salmon-protein,en:sugar,en:added-sugar,en:disaccharide,en:flour,en:high-oleic-canola-oil-and-palm-oil-and-sunflower-oil,en:cocoa,en:plant,en:high-fructose-corn-syrup,en:monosaccharide,en:fructose,en:glucose,en:corn-syrup,en:glucose-fructose-syrup,en:raising-agent,en:soya-lecithin,en:e322,en:e322i,en:vanillin,en:chocolate,en:for-creaminess,en:mct,en:wheat-flour,en:cereal,en:wheat,en:cereal-flour,en:e375,en:reduced-iron,en:minerals,en:iron,en:thiamin-mononitrate,en:thiamin,en:e101,en:folic-acid,en:folate","en:may-contain-palm-oil,en:non-vegan,en:vegetarian-status-unknown",,"en:e322,en:e322i,en:e341,en:e466,en:e500,en:e500ii,en:e950,en:e955","E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E466 - Sodium carboxy methyl cellulose,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate,E950 - Acesulfame k,E955 - Sucralose",6.0,,,4.0,,unknown,31.5g,31.5,413.0,6.35,3.17,12.7,6.35,76.2,0.0,0.754,0.302
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,3.0g,3.0,408.2,13.9,1.9,47.1,5.1,20.0,9.5,2.0,0.8
,,,,,,,,,,,unknown,10.0g,10.0,461.0,23.0,4.0,41.7,7.8,2.0,20.0,0.8,0.32
,,,,,,,,,,,unknown,,,524.0,35.0,21.1,46.9,0.1,5.4,,0.3,0.12
,,,,,,,,,,,unknown,,,,,,,,,,,
"Sucre, Reguler d'acidite: E330 (Acide Citrique), Extrait de The Noir (1%), Arco. *Per 20g (as sold/ Pour 20g Per 100g (as sold)/ Pour 100g NUTRITIONAL FACTS/","en:sugar,en:added-sugar,en:disaccharide,fr:reguler-d-acidite,en:black-tea-extract,en:plant,en:tea,en:black-tea,fr:arco,fr:per,fr:as-sold,fr:pour-20g-per,en:e330","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,en:e330,E330 - Citric acid,1.0,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
"Irish Sea Moss Extract 10:1 (Chondrus crispus), Hypromellose, microcrystalline cellulose","en:irish-sea-moss-extract-10,en:e464,en:e460i,en:e460,en:1,en:irish-moss,en:algae,en:seaweed","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e460,en:e460i,en:e464","E460 - Cellulose,E460i - Microcrystalline cellulose,E464 - Hydroxypropyl methyl cellulose",2.0,,,4.0,,unknown,2g,2.0,,,,,,,,,
,,,,,,,,,,,unknown,,,260.0,13.38,,25.42,0.049,11.23,1.64,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,1 serving (28 g),28.0,379.0,0.0,,3.57,,89.3,,0.357,0.143
"COMPLEMENT ALIMENTAIR Ingrédients pour 3 comprimes Poudre de passiflore parties aériennes&quot; 1200 mg, carbonate de magnesium, talc. Poids net : 90 g Produit issu de l'agriculture biologique FR-BIO-01 Agriculture UE/non U (voir au fond)","fr:complement-alimentair-ingredients-pour-3-comprimes-poudre-de-passiflore-parties-aeriennes,en:e504i,en:e504,en:e553b,en:e553,fr:poids-net,fr:fr-01-agriculture-ue,fr:non-u,fr:voir-au-fond","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e553,en:e553b","E553 - Magnesium silicates,E553b - Talc",1.0,,,,,not-applicable,,,,,,,,,,,
,,,,,,,,,,,unknown,100.0g,100.0,10.0,,,9.0,,,,,
,,,,,,,,,,18.0,d,,,437.0,19.7,1.7,55.2,50.09,8.0,5.2,0.05,0.02
,,,,,,,,,,,unknown,7.0g,7.0,142.857142857143,,,81.4285687037877,,,74.2857115609305,,
